date1,close
2015-02-02,70.7
2015-02-03,71.2
2015-02-04,71.15
2015-02-05,69.4
2015-02-06,68.65
2015-02-09,68.85
2015-02-10,68.7
2015-02-11,71.1
2015-02-12,70.15
2015-02-13,75
2015-02-16,73.1
2015-02-18,74.55
2015-02-19,73.6
2015-02-20,73.95
2015-02-23,72.75
2015-02-24,71.15
2015-02-25,70.85
2015-02-26,70.5
2015-02-27,70.35
2015-02-28,71.1
2015-03-02,73.15
2015-03-09,71.7
2015-03-10,72.15
2015-03-11,71.35
2015-03-12,72.7
2015-03-13,71.4
2015-03-16,71.5
2015-03-17,72.6
2015-03-18,75
2015-03-19,73.85
2015-03-20,72.65
2015-03-23,72.6
2015-03-24,72.5
2015-03-25,72.4
2015-03-26,71.9
2015-03-27,70.75
2015-03-30,72.5
2015-03-31,78.1
2015-04-01,77.65
2015-04-06,79.6
2015-04-07,79.7
2015-04-08,80.95
2015-04-09,78
2015-04-10,78.05
2015-04-13,81.3
2015-04-15,79.5
2015-04-16,78.55
2015-04-17,77.65
2015-04-20,75
2015-04-21,73.8
2015-04-22,77.35
2015-04-23,75.35
2015-04-24,74.5
2015-04-27,72.2
2015-04-28,73.55
2015-04-29,73.95
2015-04-30,75.85
2015-05-04,75.7
2015-05-05,74.25
2015-05-06,70.65
2015-05-11,73.25
2015-05-12,72.05
2015-05-13,72.4
2015-05-14,73.1
2015-05-15,73.7
2015-05-18,74.95
2015-05-19,74.85
2015-05-20,74.75
2015-05-21,74.3
2015-05-22,74.65
2015-05-25,74.85
2015-05-26,74.45
2015-05-27,74.85
2015-05-28,73.9
2015-05-29,75.25
2015-06-01,75.8
2015-06-02,75.65
2015-06-03,72.85
2015-06-04,72.7
2015-06-05,74.5
2015-06-08,72.25
2015-06-09,76
2015-06-10,75.6
2015-06-11,74.55
2015-06-12,74.25
2015-06-15,74.6
2015-06-16,75.4
2015-06-17,78.15
2015-06-18,77.95
2015-06-19,77.85
2015-06-22,78.35
2015-06-23,77.75
2015-06-24,78.35
2015-06-25,78.85
2015-06-26,77.2
2015-06-29,77.2
2015-06-30,76.7
2015-07-01,77.15
2015-07-02,77.2
2015-07-03,79
2015-07-06,79.5
2015-07-07,79
2015-07-08,77.75
2015-07-09,77.75
2015-07-10,77.7
2015-07-15,81.35
2015-07-16,80.75
2015-07-17,79.3
2015-07-20,79.45
2015-07-21,77.1
2015-07-22,76.95
2015-07-23,76.5
2015-07-24,77.9
2015-07-27,76.35
2015-07-28,75.3
2015-07-29,76
2015-07-30,76.25
2015-07-31,76.25
2015-08-03,77
2015-08-04,77.85
2015-08-05,78.35
2015-08-06,78.45
2015-08-07,78
2015-08-10,77.65
2015-08-11,77
2015-08-12,77.15
2015-08-13,77.65
2015-08-14,78.15
2015-08-17,80
2015-08-18,79.9
2015-08-19,79.65
2015-08-20,78.4
2015-08-21,77.15
2015-08-24,68.65
2015-08-25,71.65
2015-08-26,71
