date1,close
2017-11-17,343.9
2017-11-20,355
2017-11-21,386.9
2017-11-22,394
2017-11-23,375.2
2017-11-24,370.55
2017-11-27,381
2017-11-28,382
2017-11-29,379.8
2017-11-30,372
2017-12-01,373
2017-12-04,363
2017-12-05,362.1
2017-12-06,370
2017-12-07,387.75
2017-12-08,388
2017-12-11,381.4
2017-12-12,386.3
2017-12-13,380.5
2017-12-14,384.9
2017-12-15,381.2
2017-12-18,376.1
2017-12-19,375.8
2017-12-20,377.5
2017-12-21,375
2017-12-22,374.3
2017-12-26,376.3
2017-12-27,374.9
2017-12-28,378.7
2017-12-29,384.9
2018-01-01,390.15
2018-01-02,396.65
2018-01-03,385.7
2018-01-04,399.25
2018-01-05,406.15
2018-01-10,429
2018-01-11,447.55
2018-01-12,454.2
2018-01-15,475.4
2018-01-16,485.65
2018-01-17,479.5
2018-01-18,488.15
2018-01-19,481.5
2018-01-22,470
2018-01-23,456.3
2018-01-24,454.5
2018-01-25,447.9
2018-01-29,444.8
2018-01-30,418.15
2018-01-31,426.7
2018-02-01,449.25
2018-02-02,444.25
2018-02-05,441.5
2018-02-06,438.8
2018-02-07,432.8
2018-02-08,442.5
2018-02-09,438
2018-02-12,438.15
2018-02-14,431.75
2018-02-15,432.8
2018-02-16,431.1
2018-02-19,438.65
2018-02-20,435.8
2018-02-21,449.9
2018-02-22,449
2018-02-23,470.1
2018-02-26,469.5
2018-02-27,470
2018-02-28,461.25
2018-03-01,450.15
2018-03-05,454
2018-03-06,446.05
2018-03-07,436.4
2018-03-08,429.9
2018-03-09,424.5
2018-03-16,442.6
2018-03-19,425.75
2018-03-20,423
2018-03-21,423.1
2018-03-22,426.4
2018-03-23,426.9
2018-03-26,438.35
2018-03-27,449.25
2018-03-28,454
2018-04-02,486.4
2018-04-03,492.9
2018-04-04,497.5
2018-04-05,497.85
2018-04-06,496.3
2018-04-09,491.7
2018-04-10,504.8
2018-04-11,498.05
2018-04-12,498.75
2018-04-13,499
2018-04-16,495
2018-04-17,493
2018-04-18,492.9
2018-04-19,501.2
2018-04-20,494
2018-04-23,492
2018-04-24,497
2018-04-25,511.35
2018-04-26,534.05
2018-04-27,517.95
2018-04-30,519
2018-05-02,509
2018-05-03,496.15
2018-05-04,497.5
2018-05-07,500
2018-05-08,512.5
2018-05-09,514.25
2018-05-10,519.7
2018-05-11,523.85
2018-05-14,542
2018-05-15,507.9
2018-05-21,490
2018-05-22,480.75
2018-05-23,476.4
2018-05-24,475.8
2018-05-25,481.7
2018-05-28,491.25
2018-05-29,495
2018-05-30,504
2018-05-31,488
2018-06-01,490
2018-06-04,472.8
2018-06-05,463.9
2018-06-06,468.4
2018-06-07,471
2018-06-08,472
2018-06-11,487.75
2018-06-12,503.1
2018-06-13,490.65
2018-06-14,482.85
2018-06-15,468.25
2018-06-18,477
2018-06-19,475
2018-06-20,474.75
2018-06-21,473
2018-06-22,471
2018-06-25,466.5
2018-06-26,467.2
2018-06-27,469.75
2018-06-28,460
2018-06-29,455.3
2018-07-02,457.95
2018-07-03,458.95
2018-07-04,459.85
2018-07-05,461.4
2018-07-06,470.55
2018-07-09,475.5
2018-07-10,474.9
2018-07-11,469
2018-07-12,478.5
2018-07-13,472.25
2018-07-16,457.95
2018-07-17,463
2018-07-18,472.25
2018-07-19,471.6
2018-07-24,480.8
2018-07-25,495
2018-07-26,488.2
2018-07-27,507.9
2018-07-30,494
2018-07-31,503
2018-08-01,494.85
2018-08-02,492
