date1,close
2015-02-02,163.45
2015-02-03,160
2015-02-04,158.25
2015-02-05,154.15
2015-02-06,153
2015-02-09,149.35
2015-02-10,151.8
2015-02-11,154.65
2015-02-12,155.5
2015-02-13,157.3
2015-02-16,155.3
2015-02-18,156.6
2015-02-19,157.25
2015-02-20,159.8
2015-02-23,155.5
2015-02-24,154.9
2015-02-25,153.9
2015-02-26,153.5
2015-02-27,156.45
2015-02-28,155.3
2015-03-02,158.45
2015-03-09,158.8
2015-03-10,157.75
2015-03-11,157.45
2015-03-12,160.2
2015-03-13,155
2015-03-16,155
2015-03-17,156.5
2015-03-18,155.8
2015-03-19,153.1
2015-03-20,149.75
2015-03-23,147
2015-03-24,148.05
2015-03-25,149
2015-03-26,147.25
2015-03-27,145.75
2015-03-30,150.25
2015-03-31,148.85
2015-04-01,151.05
2015-04-06,152.1
2015-04-07,151.25
2015-04-08,151.9
2015-04-09,151.95
2015-04-10,160.9
2015-04-13,160.5
2015-04-15,158.65
2015-04-16,159.35
2015-04-17,157.25
2015-04-20,152.9
2015-04-21,149.75
2015-04-22,149
2015-04-23,150
2015-04-24,146.7
2015-04-27,141.8
2015-04-28,141.65
2015-04-29,142.4
2015-04-30,142.8
2015-05-04,143.4
2015-05-05,144.6
2015-05-06,139.9
2015-05-11,143.1
2015-05-12,142.65
2015-05-13,144.25
2015-05-14,146.45
2015-05-15,146.4
2015-05-18,147.95
2015-05-19,147.45
2015-05-20,146.05
2015-05-21,146.85
2015-05-22,148
2015-05-25,146.75
2015-05-26,148.75
2015-05-27,148.95
2015-05-28,144.6
2015-05-29,146.1
2015-06-01,145.05
2015-06-02,140.05
2015-06-03,137
2015-06-04,138.05
2015-06-05,138.2
2015-06-08,134.9
2015-06-09,137.2
2015-06-10,136.4
2015-06-11,133.9
2015-06-12,127.85
2015-06-15,128.5
2015-06-16,129.15
2015-06-17,132.15
2015-06-18,133.2
2015-06-19,134.05
2015-06-22,134.9
2015-06-23,134
2015-06-24,133
2015-06-25,136
2015-06-26,133.5
2015-06-29,129.6
2015-06-30,132.1
2015-07-01,134.95
2015-07-02,136.9
2015-07-03,135.8
2015-07-06,134.9
2015-07-07,138.2
2015-07-08,134.65
2015-07-09,134
2015-07-10,134.7
2015-07-15,138.5
2015-07-16,138.05
2015-07-17,139
2015-07-20,141.75
2015-07-21,137.25
2015-07-22,139.5
2015-07-23,140.85
2015-07-24,140.4
2015-07-27,137.3
2015-07-28,137.25
2015-07-29,138.75
2015-07-30,137.15
2015-07-31,140
2015-08-03,141
2015-08-04,143.05
2015-08-05,142.2
2015-08-06,143.75
2015-08-07,141.8
2015-08-10,138.85
2015-08-11,137
2015-08-12,132.8
2015-08-13,130.1
2015-08-14,132.2
2015-08-17,131.3
2015-08-18,134.35
2015-08-19,132.75
2015-08-20,132.5
2015-08-21,129.8
2015-08-24,115.5
2015-08-25,117.75
2015-08-26,116.75
2015-08-27,116.3
2015-08-28,117.85
2015-08-31,119.7
2015-09-01,115.2
2015-09-02,118.65
2015-09-03,124.6
2015-09-04,120.75
2015-09-07,120
2015-09-08,120.7
2015-09-09,123.2
2015-09-10,123.35
2015-09-11,122.95
2015-09-18,125.3
2015-09-21,125.3
2015-09-22,124
2015-09-23,124.9
2015-09-24,124
2015-09-28,127.1
2015-09-29,126
2015-09-30,127.65
2015-10-01,129.85
2015-10-05,131.85
2015-10-06,130.8
2015-10-07,132.6
2015-10-08,133.8
2015-10-09,134.6
2015-10-12,134.5
2015-10-13,132.05
2015-10-14,134.2
2015-10-15,134.3
2015-10-16,133.65
2015-10-19,134.45
2015-10-20,139
2015-10-21,137.45
2015-10-23,138
2015-10-26,138.9
2015-10-27,135.55
2015-10-28,135.75
2015-10-29,135.85
2015-10-30,134.4
2015-11-02,132.6
2015-11-03,131.5
2015-11-04,131.85
2015-11-05,127.5
2015-11-06,125.85
2015-11-09,129.15
2015-11-10,125.55
2015-11-13,127.75
2015-11-16,128
2015-11-17,133.95
2015-11-23,133.15
2015-11-24,134.65
2015-11-26,135.4
2015-11-27,136.95
