date1,close
2015-02-02,235.34
2015-02-03,233.2
2015-02-04,232.74
2015-02-05,240.23
2015-02-06,242.09
2015-02-09,243.63
2015-02-10,241.98
2015-02-11,241.32
2015-02-12,243.12
2015-02-13,248.42
2015-02-16,249.57
2015-02-18,251.15
2015-02-19,247.95
2015-02-20,244.38
2015-02-23,244.01
2015-02-24,245.47
2015-02-25,248.87
2015-02-26,247.73
2015-02-27,247.52
2015-02-28,247.86
2015-03-02,249.42
2015-03-09,248.12
2015-03-10,248.26
2015-03-11,245.21
2015-03-12,246.28
2015-03-13,241.45
2015-03-16,242.62
2015-03-17,241.5
2015-03-18,236.83
2015-03-19,238.98
2015-03-20,245.49
2015-03-23,242.92
2015-03-24,244.4
2015-03-25,248.38
2015-03-26,238.72
2015-03-27,230
2015-03-30,234.91
2015-03-31,235.75
2015-04-01,237.59
2015-04-06,233.22
2015-04-07,231.26
2015-04-08,231.64
2015-04-09,231.79
2015-04-10,232.37
2015-04-13,234.65
2015-04-15,227.99
2015-04-16,226.54
2015-04-17,220.86
2015-04-20,214.47
2015-04-21,221.05
2015-04-22,204.46
2015-04-23,200.4
2015-04-24,199.66
2015-04-27,199.92
2015-04-28,199.62
2015-04-29,203.67
2015-04-30,202.65
2015-05-04,204.51
2015-05-05,204.89
2015-05-06,200.26
2015-05-11,203.76
2015-05-12,200.85
2015-05-13,203.76
2015-05-14,201.94
2015-05-15,202.26
2015-05-18,204.57
2015-05-19,207.54
2015-05-20,211.35
2015-05-21,212.41
2015-05-22,210.64
2015-05-25,211.47
2015-05-26,210.41
2015-05-27,207.92
2015-05-28,209.02
2015-05-29,211.84
2015-06-01,211.09
2015-06-02,206.77
2015-06-03,204.8
2015-06-04,209.1
2015-06-05,208.83
2015-06-08,208.95
2015-06-09,203.23
2015-06-10,211.73
2015-06-11,205.83
2015-06-12,202.56
2015-06-15,203.74
2015-06-16,202.8
2015-06-17,205.26
2015-06-18,208.82
2015-06-19,210.11
2015-06-22,211.5
2015-06-23,209.77
2015-06-24,212.59
2015-06-25,207.93
2015-06-26,209.77
2015-06-29,208.29
2015-06-30,204.98
2015-07-01,208.65
2015-07-02,208.11
2015-07-03,206.8
2015-07-06,206.84
2015-07-07,208.33
2015-07-08,207.86
2015-07-09,205.02
2015-07-10,206.39
2015-07-15,217.29
2015-07-16,216.17
2015-07-17,213.72
2015-07-20,214.08
2015-07-21,217.32
2015-07-22,220.3
2015-07-23,221.17
2015-07-24,213.72
2015-07-27,210.92
2015-07-28,210.32
2015-07-29,212.88
2015-07-30,210.92
2015-07-31,214.66
2015-08-03,214.29
2015-08-04,210.53
2015-08-05,215.83
2015-08-06,215.21
2015-08-07,213.8
2015-08-10,212.03
2015-08-11,213.14
2015-08-12,216.17
2015-08-13,215.04
2015-08-14,215.85
2015-08-17,216.56
2015-08-18,215.14
2015-08-19,219.87
2015-08-20,217.41
2015-08-21,216.69
2015-08-24,206.02
2015-08-25,205.64
2015-08-26,205.4
2015-08-27,206.13
2015-08-28,211.77
2015-08-31,214.47
2015-09-01,212.03
2015-09-02,210.02
2015-09-03,213.53
2015-09-04,208.98
2015-09-07,207.71
2015-09-08,212.63
2015-09-09,211.19
2015-09-10,208.8
2015-09-11,210.26
2015-09-18,222.56
2015-09-21,223.68
2015-09-22,223.31
2015-09-23,223.78
2015-09-24,226.5
2015-09-28,222.93
2015-09-29,220.94
2015-09-30,224.74
2015-10-01,225.19
2015-10-05,225.41
2015-10-06,225.19
2015-10-07,220.75
2015-10-08,221.8
2015-10-09,222.5
2015-10-12,219.92
2015-10-13,219.91
2015-10-14,218.98
2015-10-15,216.95
2015-10-16,216.9
2015-10-19,217.29
2015-10-20,215.04
2015-10-21,216.54
2015-10-23,213.53
2015-10-26,213.91
2015-10-27,216.56
2015-10-28,217.24
2015-10-29,216.17
2015-10-30,213.98
2015-11-02,215.86
2015-11-03,215.68
2015-11-04,215.25
2015-11-05,214.74
2015-11-06,214.16
2015-11-09,210.89
2015-11-10,209.27
2015-11-13,207.24
2015-11-16,207.74
2015-11-17,209.21
2015-11-23,214.27
2015-11-24,211.5
2015-11-26,214.29
2015-11-27,214.29
2015-11-30,214.27
2015-12-01,218.91
2015-12-02,217.29
2015-12-03,215.17
2015-12-04,214.92
2015-12-07,216.6
2015-12-08,212.39
2015-12-09,212.43
2015-12-10,212.03
2015-12-11,212.8
2015-12-14,214.29
2015-12-15,209.96
2015-12-16,209.02
2015-12-17,209.14
2015-12-18,207.89
2015-12-21,209.46
2015-12-22,209.01
2015-12-23,208.87
2015-12-24,209.5
2015-12-28,210.77
2015-12-29,212.41
2015-12-30,209.76
2015-12-31,211.8
2016-01-04,209.14
2016-01-05,209.62
2016-01-06,208.08
2016-01-07,206.43
2016-01-08,208.65
2016-01-11,201.69
2016-01-12,205.81
2016-01-13,205.49
2016-01-14,205.08
2016-01-15,204.51
2016-01-18,206.24
2016-01-19,203.98
2016-01-20,203.76
2016-01-21,206.8
2016-01-27,208.56
2016-01-28,206.39
2016-01-29,211.95
2016-02-01,212.5
2016-02-02,213.57
