date1,close
2015-02-02,56.35
2015-02-03,55.25
2015-02-04,55.75
2015-02-05,55.55
2015-02-06,54.45
2015-02-09,53.25
2015-02-10,51.85
2015-02-11,52.85
2015-02-12,52.6
2015-02-13,51.7
2015-02-16,52.9
2015-02-18,55.3
2015-02-19,57.25
2015-02-20,55.4
2015-02-23,56.15
2015-02-24,54.8
2015-02-25,54.75
2015-02-26,54.8
2015-02-27,55.5
2015-02-28,55.4
2015-03-02,58.4
2015-03-09,58.15
2015-03-10,57.6
2015-03-11,56.45
2015-03-12,57.95
2015-03-13,56.55
2015-03-16,56.85
2015-03-17,57.9
2015-03-18,58.2
2015-03-19,58.65
2015-03-20,57.5
2015-03-23,56.85
2015-03-24,57.9
2015-03-25,58.7
2015-03-26,58.25
2015-03-27,57.7
2015-03-30,59.35
2015-03-31,61.35
2015-04-01,61.75
2015-04-06,62.25
2015-04-07,61.85
2015-04-08,62.95
2015-04-09,62.55
2015-04-10,62.5
2015-04-13,62.8
2015-04-15,62.25
2015-04-16,60.75
2015-04-17,59.95
2015-04-20,59.35
2015-04-21,59.4
2015-04-22,60.6
2015-04-23,61.3
2015-04-24,59.05
2015-04-27,58
2015-04-28,58.3
2015-04-29,58.1
2015-04-30,60.35
2015-05-04,61
2015-05-05,60.45
2015-05-06,56
2015-05-12,55.5
2015-05-13,55.95
2015-05-14,55.7
2015-05-15,55.6
2015-05-18,57.55
2015-05-19,57.25
2015-05-20,57.35
2015-05-21,58.15
2015-05-22,58.15
2015-05-25,58.25
2015-05-26,57.9
2015-05-27,59.55
2015-05-28,60.4
2015-05-29,59.25
2015-06-01,59
2015-06-02,58.15
2015-06-03,56.35
2015-06-04,58.6
2015-06-05,59.15
2015-06-08,58.35
2015-06-09,58.1
2015-06-10,57.65
2015-06-11,57.2
2015-06-12,58.45
2015-06-15,58.85
2015-06-16,59.6
2015-06-17,58.7
2015-06-18,62.45
2015-06-19,63.85
2015-06-22,63.85
2015-06-23,66.25
2015-06-24,64.55
2015-06-25,64.65
2015-06-26,64.15
2015-06-29,64.05
2015-06-30,64
2015-07-01,65.45
2015-07-02,68.95
2015-07-03,69.65
2015-07-06,71
2015-07-07,71.3
2015-07-08,71.85
2015-07-09,69.9
2015-07-10,69.9
2015-07-16,73.7
2015-07-17,73.15
2015-07-20,74.35
2015-07-21,73.3
2015-07-22,74.7
2015-07-23,75.75
2015-07-24,76.35
2015-07-27,76
2015-07-28,74.05
2015-07-29,74.5
2015-07-30,74.2
2015-07-31,72.4
2015-08-03,70.65
2015-08-04,70.8
2015-08-05,70.7
2015-08-06,69.8
2015-08-07,71.3
2015-08-10,71.65
2015-08-11,69.85
2015-08-12,64.5
2015-08-13,65.45
2015-08-14,65.05
2015-08-17,64.2
2015-08-18,66.45
2015-08-19,66.15
2015-08-20,66.05
2015-08-21,66.05
2015-08-24,62.7
2015-08-25,65.7
2015-08-26,66
2015-08-27,68.15
2015-08-28,67.65
2015-08-31,69.15
2015-09-01,67.5
2015-09-02,65.85
2015-09-03,66.65
2015-09-04,67.6
2015-09-07,65.35
2015-09-08,65.6
2015-09-09,67.15
2015-09-10,66.6
2015-09-11,66.65
2015-09-21,64.6
2015-09-22,65.15
2015-09-23,66.2
2015-09-24,65.85
2015-09-28,66.5
2015-09-29,65.85
2015-09-30,67.1
2015-10-01,66.85
2015-10-05,66.85
2015-10-06,67.05
2015-10-07,66.4
2015-10-08,66.65
2015-10-09,66.4
2015-10-12,66.4
2015-10-13,66.65
2015-10-14,66.65
2015-10-15,67.15
2015-10-16,67.85
2015-10-19,67.55
2015-10-20,66.95
2015-10-21,66.15
2015-10-23,66.65
2015-10-26,65.4
2015-10-27,66.45
2015-10-28,66.65
2015-10-29,65.55
2015-10-30,66.65
2015-11-02,66.55
2015-11-03,67.25
2015-11-04,68.15
2015-11-05,68.05
2015-11-06,68.7
2015-11-09,69
2015-11-10,67.15
2015-11-13,67.95
2015-11-16,67
2015-11-17,66.65
2015-11-23,68.65
2015-11-24,69.6
2015-11-26,70.3
2015-11-27,69.75
2015-11-30,70.1
