date1,close
2015-02-02,592.25
2015-02-03,598.9
2015-02-04,592
2015-02-05,588.4
2015-02-06,559.95
2015-02-09,542.8
2015-02-10,563.7
2015-02-11,560.15
2015-02-12,563.05
2015-02-13,565.2
2015-02-16,574
2015-02-18,583.1
2015-02-19,578
2015-02-20,580
2015-02-23,575.5
2015-02-24,566
2015-02-25,567
2015-02-26,562.4
2015-02-27,574
2015-02-28,597.95
2015-03-02,584.15
2015-03-09,563.5
2015-03-10,561
2015-03-11,551.1
2015-03-12,564.95
2015-03-13,559
2015-03-16,558.1
2015-03-17,569.65
2015-03-18,560.65
2015-03-19,552.45
2015-03-20,549
2015-03-23,552
2015-03-24,531.8
2015-03-25,541
2015-03-26,526.9
2015-03-27,535
2015-03-30,540.2
2015-03-31,550.6
2015-04-01,566
2015-04-06,566.5
2015-04-07,561
2015-04-08,563
2015-04-09,560
2015-04-10,562
2015-04-13,556.1
2015-04-15,539.95
2015-04-16,538.4
2015-04-17,534.15
2015-04-20,536.1
2015-04-21,527.9
2015-04-22,525.25
2015-04-23,511.75
2015-04-24,517.3
2015-04-27,517.5
2015-04-28,526
2015-04-29,521.55
2015-04-30,509.8
2015-05-04,508.2
2015-05-05,511
2015-05-06,499.9
2015-05-11,528.55
2015-05-12,514.1
2015-05-13,519.2
2015-05-14,516.45
2015-05-15,520.4
2015-05-18,520
2015-05-19,509.5
2015-05-20,506
2015-05-21,511
2015-05-22,514.5
2015-05-25,505
2015-05-26,499
2015-05-27,472.75
2015-05-28,482.55
2015-05-29,483.7
2015-06-01,473
2015-06-02,465.6
2015-06-03,458.5
2015-06-04,451.4
2015-06-05,441.55
2015-06-08,435.1
2015-06-09,440.4
2015-06-10,445.9
2015-06-11,430.5
2015-06-12,422.95
2015-06-15,425.5
2015-06-16,433
2015-06-17,433.55
2015-06-18,443.5
2015-06-19,433.7
2015-06-22,439.25
2015-06-23,436.65
2015-06-24,430
2015-06-25,433.55
2015-06-26,437
2015-06-29,430
2015-06-30,433.7
2015-07-01,446
2015-07-02,435.35
2015-07-03,433.55
2015-07-06,429.8
2015-07-07,431.35
2015-07-08,404.3
2015-07-09,398.15
2015-07-10,401.15
2015-07-15,394.05
2015-07-16,394.5
2015-07-17,397.2
2015-07-20,390.45
2015-07-21,389.1
2015-07-22,388.8
2015-07-23,402.5
2015-07-24,389.65
2015-07-27,377.25
2015-07-28,370
2015-07-29,379.15
2015-07-30,379
2015-07-31,384
2015-08-03,387.55
2015-08-04,381.15
2015-08-05,376.1
2015-08-06,382.55
2015-08-07,392.55
2015-08-10,383.2
2015-08-11,368.5
2015-08-12,356.4
2015-08-13,350.6
2015-08-14,355.05
2015-08-17,356
2015-08-18,348.35
2015-08-19,351.3
2015-08-20,343.5
2015-08-21,332.5
2015-08-24,303.1
2015-08-25,330
2015-08-26,331.4
2015-08-27,338.3
2015-08-28,340.95
2015-08-31,340.4
2015-09-01,328
2015-09-02,324
2015-09-03,331.7
2015-09-04,323.8
2015-09-07,324
2015-09-08,331.2
2015-09-09,345
2015-09-10,355
2015-09-11,344
2015-09-18,332.25
2015-09-21,331.5
2015-09-22,315
2015-09-23,310.4
2015-09-24,302.75
2015-09-28,284.65
2015-09-29,288.1
2015-09-30,298
2015-10-01,296.1
2015-10-05,315.4
2015-10-06,333.25
2015-10-07,342.15
2015-10-08,343.7
2015-10-09,358
2015-10-12,364
2015-10-13,361.5
2015-10-14,353.55
2015-10-15,380
2015-10-16,386.8
2015-10-19,378.85
2015-10-20,382.4
2015-10-21,381.05
2015-10-23,382.6
2015-10-26,384.05
2015-10-27,383.5
2015-10-28,386.6
2015-10-29,388.45
2015-10-30,384.8
2015-11-02,388.5
2015-11-03,382.5
2015-11-04,406.5
2015-11-05,404
2015-11-06,394.15
2015-11-09,412
2015-11-10,405.05
2015-11-13,404
2015-11-16,399.75
2015-11-17,407.5
2015-11-23,402.5
2015-11-24,401.9
2015-11-26,421.8
2015-11-27,418
2015-11-30,423.4
2015-12-01,418
2015-12-02,411.5
2015-12-03,406
2015-12-04,401
2015-12-07,398
2015-12-08,401.9
2015-12-09,394.5
2015-12-10,388.75
